reading_id,reading_date,consumption_value,temperature,meter_code,meter_type,meter_unit,building_code,building_name,region_code,region_name,created_at,updated_at,extraction_timestamp,source_type,source_filename
5649,2025/01/30 13:00:00.000,34.8,19.41,ELEC_001,electricity,kWh,BAT001,DataCenter North,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5657,2025/01/30 12:00:00.000,24.51,18.85,ELEC_001,electricity,kWh,BAT001,DataCenter North,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5665,2025/01/30 11:00:00.000,10.78,19.31,ELEC_001,electricity,kWh,BAT001,DataCenter North,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5673,2025/01/30 10:00:00.000,15.57,23.99,ELEC_001,electricity,kWh,BAT001,DataCenter North,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5681,2025/01/30 09:00:00.000,35.32,20.86,ELEC_001,electricity,kWh,BAT001,DataCenter North,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5689,2025/01/30 08:00:00.000,38.24,17.76,ELEC_001,electricity,kWh,BAT001,DataCenter North,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5697,2025/01/30 07:00:00.000,30.17,15.03,ELEC_001,electricity,kWh,BAT001,DataCenter North,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5705,2025/01/30 06:00:00.000,32.1,23.42,ELEC_001,electricity,kWh,BAT001,DataCenter North,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5713,2025/01/30 05:00:00.000,37.93,19.39,ELEC_001,electricity,kWh,BAT001,DataCenter North,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5721,2025/01/30 04:00:00.000,31.27,14.19,ELEC_001,electricity,kWh,BAT001,DataCenter North,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5729,2025/01/30 03:00:00.000,17.61,16.21,ELEC_001,electricity,kWh,BAT001,DataCenter North,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5737,2025/01/30 02:00:00.000,36.98,17.28,ELEC_001,electricity,kWh,BAT001,DataCenter North,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5745,2025/01/30 01:00:00.000,27.38,12.84,ELEC_001,electricity,kWh,BAT001,DataCenter North,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
5753,2025/01/30 00:00:00.000,37.07,18.63,ELEC_001,electricity,kWh,BAT001,DataCenter North,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
8240,2025/01/15 00:00:00.000,4.57,,EAU_001,water,m3,BAT001,DataCenter North,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
8241,2025/01/15 06:00:00.000,2.42,,EAU_001,water,m3,BAT001,DataCenter North,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
8242,2025/01/15 12:00:00.000,2.4,,EAU_001,water,m3,BAT001,DataCenter North,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
8243,2025/01/15 18:00:00.000,3.73,,EAU_001,water,m3,BAT001,DataCenter North,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
8292,2025/01/16 00:00:00.000,2.7,,EAU_001,water,m3,BAT001,DataCenter North,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
8293,2025/01/16 06:00:00.000,3.11,,EAU_001,water,m3,BAT001,DataCenter North,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
8294,2025/01/16 12:00:00.000,1.47,,EAU_001,water,m3,BAT001,DataCenter North,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
8295,2025/01/16 18:00:00.000,2.01,,EAU_001,water,m3,BAT001,DataCenter North,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
8344,2025/01/17 00:00:00.000,3.35,,EAU_001,water,m3,BAT001,DataCenter North,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
8345,2025/01/17 06:00:00.000,4.35,,EAU_001,water,m3,BAT001,DataCenter North,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
8346,2025/01/17 12:00:00.000,5.68,,EAU_001,water,m3,BAT001,DataCenter North,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
8347,2025/01/17 18:00:00.000,4.36,,EAU_001,water,m3,BAT001,DataCenter North,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
8396,2025/01/18 00:00:00.000,4.59,,EAU_001,water,m3,BAT001,DataCenter North,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
8397,2025/01/18 06:00:00.000,2.24,,EAU_001,water,m3,BAT001,DataCenter North,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
8398,2025/01/18 12:00:00.000,1.44,,EAU_001,water,m3,BAT001,DataCenter North,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
8399,2025/01/18 18:00:00.000,4.48,,EAU_001,water,m3,BAT001,DataCenter North,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
8448,2025/01/19 00:00:00.000,4.38,,EAU_001,water,m3,BAT001,DataCenter North,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
8449,2025/01/19 06:00:00.000,3.48,,EAU_001,water,m3,BAT001,DataCenter North,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
8450,2025/01/19 12:00:00.000,3.26,,EAU_001,water,m3,BAT001,DataCenter North,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
8451,2025/01/19 18:00:00.000,4.83,,EAU_001,water,m3,BAT001,DataCenter North,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
8500,2025/01/20 00:00:00.000,3.88,,EAU_001,water,m3,BAT001,DataCenter North,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
8501,2025/01/20 06:00:00.000,5.18,,EAU_001,water,m3,BAT001,DataCenter North,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
8502,2025/01/20 12:00:00.000,3.25,,EAU_001,water,m3,BAT001,DataCenter North,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
8503,2025/01/20 18:00:00.000,4.72,,EAU_001,water,m3,BAT001,DataCenter North,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
2,2025/01/01 23:00:00.000,36.04,21.97,ELEC_002,electricity,kWh,BAT002,Office Tower Downtown,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
10,2025/01/01 22:00:00.000,28.73,18.58,ELEC_002,electricity,kWh,BAT002,Office Tower Downtown,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
18,2025/01/01 21:00:00.000,18.39,10.23,ELEC_002,electricity,kWh,BAT002,Office Tower Downtown,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
26,2025/01/01 20:00:00.000,35.6,18.85,ELEC_002,electricity,kWh,BAT002,Office Tower Downtown,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
34,2025/01/01 19:00:00.000,21.47,10.38,ELEC_002,electricity,kWh,BAT002,Office Tower Downtown,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
42,2025/01/01 18:00:00.000,11.44,13.41,ELEC_002,electricity,kWh,BAT002,Office Tower Downtown,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
50,2025/01/01 17:00:00.000,28.23,23.63,ELEC_002,electricity,kWh,BAT002,Office Tower Downtown,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
58,2025/01/01 16:00:00.000,24.36,18.54,ELEC_002,electricity,kWh,BAT002,Office Tower Downtown,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
66,2025/01/01 15:00:00.000,18.72,15.33,ELEC_002,electricity,kWh,BAT002,Office Tower Downtown,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
74,2025/01/01 14:00:00.000,18.27,24.02,ELEC_002,electricity,kWh,BAT002,Office Tower Downtown,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
82,2025/01/01 13:00:00.000,27.89,23.89,ELEC_002,electricity,kWh,BAT002,Office Tower Downtown,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
90,2025/01/01 12:00:00.000,16.41,14.17,ELEC_002,electricity,kWh,BAT002,Office Tower Downtown,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
98,2025/01/01 11:00:00.000,18.47,12.17,ELEC_002,electricity,kWh,BAT002,Office Tower Downtown,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
106,2025/01/01 10:00:00.000,18.71,16.39,ELEC_002,electricity,kWh,BAT002,Office Tower Downtown,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
114,2025/01/01 09:00:00.000,22.91,21.38,ELEC_002,electricity,kWh,BAT002,Office Tower Downtown,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
122,2025/01/01 08:00:00.000,39.8,13.55,ELEC_002,electricity,kWh,BAT002,Office Tower Downtown,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
130,2025/01/01 07:00:00.000,13.91,24.75,ELEC_002,electricity,kWh,BAT002,Office Tower Downtown,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
138,2025/01/01 06:00:00.000,33.65,20.66,ELEC_002,electricity,kWh,BAT002,Office Tower Downtown,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
146,2025/01/01 05:00:00.000,29.96,21.33,ELEC_002,electricity,kWh,BAT002,Office Tower Downtown,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
154,2025/01/01 04:00:00.000,12.26,15.63,ELEC_002,electricity,kWh,BAT002,Office Tower Downtown,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
162,2025/01/01 03:00:00.000,12.96,14.3,ELEC_002,electricity,kWh,BAT002,Office Tower Downtown,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
170,2025/01/01 02:00:00.000,25.84,17.79,ELEC_002,electricity,kWh,BAT002,Office Tower Downtown,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
178,2025/01/01 01:00:00.000,10.41,22.83,ELEC_002,electricity,kWh,BAT002,Office Tower Downtown,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
186,2025/01/01 00:00:00.000,11.14,11.48,ELEC_002,electricity,kWh,BAT002,Office Tower Downtown,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
194,2025/01/02 23:00:00.000,35.03,23.87,ELEC_002,electricity,kWh,BAT002,Office Tower Downtown,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
202,2025/01/02 22:00:00.000,32.76,13.29,ELEC_002,electricity,kWh,BAT002,Office Tower Downtown,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
210,2025/01/02 21:00:00.000,16.25,22.04,ELEC_002,electricity,kWh,BAT002,Office Tower Downtown,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
218,2025/01/02 20:00:00.000,28.02,23.96,ELEC_002,electricity,kWh,BAT002,Office Tower Downtown,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
226,2025/01/02 19:00:00.000,28.16,23.43,ELEC_002,electricity,kWh,BAT002,Office Tower Downtown,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
234,2025/01/02 18:00:00.000,11.93,14.6,ELEC_002,electricity,kWh,BAT002,Office Tower Downtown,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
242,2025/01/02 17:00:00.000,33.52,17.27,ELEC_002,electricity,kWh,BAT002,Office Tower Downtown,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
250,2025/01/02 16:00:00.000,16.37,19.86,ELEC_002,electricity,kWh,BAT002,Office Tower Downtown,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
258,2025/01/02 15:00:00.000,16.47,16.94,ELEC_002,electricity,kWh,BAT002,Office Tower Downtown,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
266,2025/01/02 14:00:00.000,21.94,15.83,ELEC_002,electricity,kWh,BAT002,Office Tower Downtown,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
274,2025/01/02 13:00:00.000,30.52,10.65,ELEC_002,electricity,kWh,BAT002,Office Tower Downtown,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
282,2025/01/02 12:00:00.000,18.08,23.69,ELEC_002,electricity,kWh,BAT002,Office Tower Downtown,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
290,2025/01/02 11:00:00.000,15.11,10.76,ELEC_002,electricity,kWh,BAT002,Office Tower Downtown,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
298,2025/01/02 10:00:00.000,14.77,14.36,ELEC_002,electricity,kWh,BAT002,Office Tower Downtown,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
306,2025/01/02 09:00:00.000,16.75,11.67,ELEC_002,electricity,kWh,BAT002,Office Tower Downtown,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
314,2025/01/02 08:00:00.000,21.03,20.03,ELEC_002,electricity,kWh,BAT002,Office Tower Downtown,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
322,2025/01/02 07:00:00.000,18.93,22.58,ELEC_002,electricity,kWh,BAT002,Office Tower Downtown,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
330,2025/01/02 06:00:00.000,22.24,15.37,ELEC_002,electricity,kWh,BAT002,Office Tower Downtown,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
338,2025/01/02 05:00:00.000,33.45,20.2,ELEC_002,electricity,kWh,BAT002,Office Tower Downtown,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
346,2025/01/02 04:00:00.000,37.9,13.67,ELEC_002,electricity,kWh,BAT002,Office Tower Downtown,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
354,2025/01/02 03:00:00.000,16.06,18.28,ELEC_002,electricity,kWh,BAT002,Office Tower Downtown,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
362,2025/01/02 02:00:00.000,11.04,14.12,ELEC_002,electricity,kWh,BAT002,Office Tower Downtown,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
370,2025/01/02 01:00:00.000,30.56,15.93,ELEC_002,electricity,kWh,BAT002,Office Tower Downtown,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
378,2025/01/02 00:00:00.000,17.41,23.2,ELEC_002,electricity,kWh,BAT002,Office Tower Downtown,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
386,2025/01/03 23:00:00.000,23.82,10.67,ELEC_002,electricity,kWh,BAT002,Office Tower Downtown,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
394,2025/01/03 22:00:00.000,31.45,14.09,ELEC_002,electricity,kWh,BAT002,Office Tower Downtown,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
402,2025/01/03 21:00:00.000,21.02,15.48,ELEC_002,electricity,kWh,BAT002,Office Tower Downtown,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
410,2025/01/03 20:00:00.000,24.87,13.08,ELEC_002,electricity,kWh,BAT002,Office Tower Downtown,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
418,2025/01/03 19:00:00.000,16.41,18.47,ELEC_002,electricity,kWh,BAT002,Office Tower Downtown,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
426,2025/01/03 18:00:00.000,25.74,17.6,ELEC_002,electricity,kWh,BAT002,Office Tower Downtown,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
434,2025/01/03 17:00:00.000,38.99,24.23,ELEC_002,electricity,kWh,BAT002,Office Tower Downtown,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
442,2025/01/03 16:00:00.000,27.0,19.39,ELEC_002,electricity,kWh,BAT002,Office Tower Downtown,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
450,2025/01/03 15:00:00.000,35.85,20.73,ELEC_002,electricity,kWh,BAT002,Office Tower Downtown,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
458,2025/01/03 14:00:00.000,23.24,10.41,ELEC_002,electricity,kWh,BAT002,Office Tower Downtown,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
466,2025/01/03 13:00:00.000,16.76,10.07,ELEC_002,electricity,kWh,BAT002,Office Tower Downtown,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
474,2025/01/03 12:00:00.000,16.77,22.25,ELEC_002,electricity,kWh,BAT002,Office Tower Downtown,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
482,2025/01/03 11:00:00.000,15.29,20.15,ELEC_002,electricity,kWh,BAT002,Office Tower Downtown,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
490,2025/01/03 10:00:00.000,36.79,17.43,ELEC_002,electricity,kWh,BAT002,Office Tower Downtown,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
498,2025/01/03 09:00:00.000,25.08,11.23,ELEC_002,electricity,kWh,BAT002,Office Tower Downtown,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
506,2025/01/03 08:00:00.000,33.52,16.72,ELEC_002,electricity,kWh,BAT002,Office Tower Downtown,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
514,2025/01/03 07:00:00.000,28.03,21.83,ELEC_002,electricity,kWh,BAT002,Office Tower Downtown,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
522,2025/01/03 06:00:00.000,22.21,11.36,ELEC_002,electricity,kWh,BAT002,Office Tower Downtown,REG01,Casablanca-Settat,2025/12/25 01:35:17.000,2025/12/25 01:35:17.000,2026/01/01 17:02:00.000,MySQL,GreenCity_Operational_Database.sql
